masked_text,labels
they is an insolvency professional registered with the insolvency and bankruptcy board of india . they is also taken a master in business finance certification from the institute of chartered accountants of india .,1
"they has been responsible for many facets of finance and business administration including financial control and reporting , debt & capital raising , treasury management , insurance and risk management , tax planning , execution of corporate acquisitions and divestments including business valuations for m&a activities , and joint venture farm in / out transactions . they bird had exposure in australia , new zealand , united states , europe , and south east asia and has strong experience in the management of listed corporations including corporate governance practices . they has held previous senior financial roles with pttep and asx - listed companies new standard energy and arc energy .",1
"they is currently working as chief financial officer of acwa power , a lead developer , owner and operator of independent water & power projects . before joining acwa power they has worked with aqualyng as as director project finance & with aes corporation as cfo for the middle east region .",1
"as a pig farmer in tasmania , they also has a first - hand understanding of what is takes to run a successful farming business . since becoming australia ’s first certified figured adviser in 2015 , lynette is now helping their farming clients at fjb accounting solutions reclaim valuable time while gaining greater clarity around their finances thanks to online tools figured and xero .",0
their 40 years of experience taught them one key fact about running a business : any business can be managed with far less effort if the owner tracks their 7 key numbers .,1
"they inherited their artistic skills from their mother , and was bitten by the art bug when they was just four years old . they has been drawing ever since . born in india , souganthika relocated with their family to the u.a.e . when they was eight years old . they enjoys painting landscapes but is planning to soon try their hand at abstract and figure painting . they hopes to keep ameliorating their artistic skills in the years to come .",0
"they obtained their first degree in agricultural economics from the then university of ife , ile ife in 1982 . they started their career in 1984 as a senior audit assistant with c.s ola & co.",0
they is professor of ist at indiana university . curt is president of courseshare ; see http://mypage.iu.edu/~cjbonk/ ) . they can be contacted at cjbonk@indiana.edu .,1
"with their accounting background , james is well - equipped to manage costs and retain the quality and great service that georgia roof advisors is known for . naomi , james ’s wife , has an mba and specializes in marketing . together , the gassons are growing and building the company brand further . they have two young children , savannah and thomas .",1
"prior to joining mahindra asset management company , they was associated with taurus asset management company limited as ‘ head – fixed income ’ . they has also worked with sundaram asset management company limited as ‘ fund manager – fixed income ’ . in these roles , they was responsible for managing and overseeing the fixed income portfolios .",1
they has their bachelors of science in accounting from the university of south florida . they . johnson has over 13 years of experience in accounting and has provided expert witness testimony at trial and deposition . they is experienced in many areas of forensic accounting including family law and other litigation . sonya is a member of the american institute of certified public accountants and the florida institute of certified public accounts .,0
"they has worked with several charitable organizations reviewing their financial statements , and reviewing their business operations . nyasha moved to winnipeg from zimbabwe to attend the university of manitoba , from which they graduated with a bachelor commerce degree in accounting and international business . while being in winnipeg , they had the opportunity to volunteer with several charities . they is currently involved in the finance team , and the creative / marketing team of the church that they attends . nyasha also enjoys teaching the violin .",0
"since they retired from accounting practice in 2001 they has served on a variety of listed boards , both large and small , in mining , energy , insurance , property and publishing . they has participated in several professional committees on accounting standards , education and corporate law and consults on matters of corporate governance .",1
"they also has the mba and cgma designations and is a member of the american institute of public accountants . they loves music and literature , and writes poetry and essays and short stories . they is married to helen , has three children , angela , bradley and gregory , and is a penticostal christian .",1
"they has managed a portfolio of clients in various industries and not - for - profit organizations . darren has been extensively involved in training and development of staff accountants and co - op students . prior to entering the accounting field , darren studied and worked in the area of industrial engineering technology . in their spare time they enjoys coaching and playing hockey and spending time with their family . darren brings diverse non - profit experience to the board as they is the co - treasurer for garside bible church . previously they sat on bcf ’s grants committee and was the treasurer of the north end breezes .",1
"they has been working in accounting roles at several international companies and community ict organisations after their graduation from vuw in wellington . queenie was treasurer for gww in 2015 and treasurer for gwnz 2016 . they is also the treasurer at rsnz wellington branch trust since 2014 . prior to living in nz , queenie has considerable experience in quality control for production from their career in radio electronics engineering and business operation experience in international business group travelling in china . apart from accounting , queenie is also interested in using their knowledge backgrounds researching on numerical physics for problem solving . they believes cross knowledge and cultures will be a chance for sparking of new knowledge .",0
they brings extensive financial expertise to the hospital 's board that they acquired working for public accounting firms and banks throughout the greater pittsburgh region .,1
they is responsible for accounting and administrative duties for the texas manufacturing and distribution operation . they has a bachelor of business administration degree from stephen f. austin state university .,0
"mitesh holds certificate in valuation from the institute of chartered accountants of india ( icai ) and diploma in international financial reporting ( dipifr ) from acca , uk . they specializes in foreign exchange laws ( fema ) and corporate laws , inbound and outbound investment strategy , compounding proceedings , obtaining approvals of rbi and fipb under fema . mitesh has worked with deloitte india , for around 11 years in corporate laws and m&a advisory ; and audit & assurance .",1
"their teaching area is financial accounting , ranging from the basics of financial accounting to international accounting . their dissertation on the pharmaceutical industry was awarded best paper by a new faculty by the american accounting association northeast region . they regularly publishes in scholarly and practitioner journals , and presents at regional and national conferences such as the ethics symposium of the american accounting association and the northeast business and economics association . fischer is a brooklyn native who has lived , traveled and worked around the world before coming to work at brooklyn college .",1
"they took early retirement from public practice in 2013 in order to concentrate entirely on voluntary trustee and governance work for charities and not - for - profits . previously they had been a partner , and head of audit , in the london office of a multinational accountancy firm . mike also holds a masters degree in voluntary sector management from cass business school ( city , university of london ) .",1
"it had been the policy of the firm to provide a holiday bonus equal to two weeks ’ salary to all employees . the firm ’s new management team announced on november 15 that a bonus equal to only one week ’s salary would be made available to employees this year . suzanne thought that this policy was unfair because they and their coworkers planned on the full two - week bonus . the two - week bonus had been given for 10 straight years , so it seemed as though the firm had breached an implied commitment . thus , suzanne decided that they would make up the lost bonus week by working an extra six hours of overtime per week over the next five weeks until the end of the year . deuel and soldner ’s policy is to pay overtime at 150 % of straight time .",0
"steve has worked with individuals and small businesses across the country . their skillset , personality , and business philosophy are a great fit for civcon .",1
"they . rubin has worked as corporate controller for a number of public companies in the high - tech , biotech and oil and gas industries , and is a member of financial executives international .",0
"they was partner in altman blane & co of london until 2016 . gary is involved in corporate work , with specific knowledge of the entertainment business , property dealing and investment , estate agents , freight forwarding , manufacturing and retail businesses .",1
"their duties include tracking research and development spending in the new product development division . over the course of the past six months , harriet notices ... compute the annual dollar changes and percent changes for each of the followingaccounts.roak company and clay company are similar firms that operate in the same industry . clay began operations in 2013 and roak in 2010 . in 2015 , both companies pay 7 % interest on their debt to creditors . the following additional ... in 2013 , randa merchandising , inc . , sold its interest in a chain of wholesale outlets , taking the company completely out of the wholesaling business . the company still operates its retail outlets . a listing of the major ... selected comparative financial statement information of bluegrass corporation follows.required 1 . compute each year ’s current ratio . ( round ratio amounts to one decimal . ) 2 . express the income statement data in ...",0
"subsequently they co - founded a consulting and contracting company which worked on offshore loading and related projects in 28 countries . in 1991 they created aminex plc in its present form and achieved a premium listing on the london exchange in 1995 . aminex has operated wells in the usa , russia , pakistan and tanzania and participated in exploration activities in many parts of the world . they also serves as chairman of great western mining corporation plc .",1
"a trump - controlled developer made condominiums available in the trump tower in chicago , illinois . the chicago trump tower ’s 92 stories enclosed 486 residential units and 339 hotel condominium units . in 2006 , they . goldberg signed contracts to purchase two hotel condominium units as investments . their prices were over $ 1.2 million and over $ 971,000 , respectively . . . .",0
"having lived most of their life in spokane , they and their husband larry recently fulfilled a dream and moved to the sandpoint area in july 2017 . with a married daughter in spokane , and a married son in seattle , they enjoy visiting with their two granddaughters and three step - grandchildren . they own a summer cabin on pend oreille river , enjoys outdoor activities , and are looking forward to more hiking around sandpoint with their family .",0
"spiritually , after studying everything from taoism and kabbalah to western medicine and psychotherapy , they attended and graduated from the barbara brennan school of healing , became a minister of the church of tzaddi , and is currently seven years into their training as a homeopath .",1
"they is a former partner of pricewaterhousecoopers , with considerable expertise and knowledge of specialist corporate financial and advisory services , financial institutions ’ regulation and prudential supervision , and valuation related assessments .",0
"prior to joining parker simone they gained valuable experience in the mining , software and technology industries . monie ’s interests in weightlifting and sports stretch beyond the gym ; bringing that competitive edge and desire to always be improving , to their professional life .",1
"they has held cfo / controller positions for hedge funds , fund - of - funds and private equity firms . earlier in their career , they was an audit manager at ernst & young , and then moved on to hold senior level accounting positions at trian partners , balyasny asset management , terrapin partners , and argenis capital advisors . they holds a b.s . in accounting degree from the university of scranton and is a member of the american institute of certified public accountants .",1
"their wife , sarah , is a tax attorney . their jobs and incomes allowed them to get 100 percent financing and avoid paying mortgage insurance through a special home lending program from their bank for .",1
"they is experienced senior corporate executive , as well as iss certified in corporate governance . they has started and built a number of business enterprises and served as advisor to boards and top management in acquisition and divestiture programs , as well as the development of strategic plans . they has testified in a broad variety of business and real estate - related litigation , and has served as consultant and expert in arbitrated and mediated matters . they has worked with family - owned , middle - market and fortune 100 companies in planning and execution , crisis and insolvency management , feasibility analysis , debt restructuring and general management consulting , in addition to fraud investigations and consultation on litigated matters .",1
"they arrived in china in 2005 and has been living in zhuhai since may 2007 . currently mark is a director and partner in a group of companies including manufacturing , 3rd party inspections , english tuition and training and bars & restaurants . mark loves zhuhai and helping out the local community , they is regularly the go to they for information requests for many of the expat community .",1
"their professional affiliations include the ohio society of certified public accountants and pkf international . rick is a longtime community volunteer and currently serves on the boards of bvu : the center for nonprofit excellence , greater akron chamber , welty family foundation , archbishop hoban high school , akron automobile club and akron general health system . they is also a graduate of leadership akron.mark allio ex officiomark allioimmediate past chair",1
"they worked in the banking and finance industry for over 10 years . stephen knows the importance of balancing work and family life . they makes sure they spends time with their family every day and likes to see the smile on their faces when they spends time with them . for stephen , the family is very important , and they ensures that they does the best to make their family happy .",1
"between 1987 and 2004 tony was finance director of taylor & amp ; francis group plc . on a merger in may 2004 with informa plc , tony became group finance director of the enlarged group , a position they held until december 2007 . from january 2008 , tony worked on a number of projects with various private equity groups . between may 2009 and march 2011 they was chief finance officer and chief operating officer of critical information group plc . they was also a non - executive director of yougov plc from march 2005 to june 2009 .",1
their executive career included serving as ceo of bass brewers and bass leisure division . they is also chairman of ftse 250 firm john menzies and small cap mcbride .,1
"they . braxton received their bs in accounting from california state university east bay . they . braxton ’s firm has extensive experience in providing financial audits , tax preparation and consulting services to small businesses and non - profit organizations . in the past , they has been the treasurer for the center for family counseling and centerforce , inc . where they was also the chair of the fiscal management committee . they was the vice president of the board of directors for the now defunct bay area feminist federal credit union . braxton has developed and facilitated seminars focused on tax - related issues for community financial education .",0
"they focuses their practice on tax and business consulting , along with audit & attest services . as a former revenue agent with the internal revenue service , they has years of tax compliance experience . they has also held the positions of tax accountant for a nationally recognized financial services firm , controller of a mortgage company , and controller of a non - profit organization . in addition , shermanetta served as a board member of a faith - based federal credit union in south dekalb county , ga .",0
"through their travels to third world countries , they has become an advocate for charitable causes that benefit children in the community and abroad . in addition to their support to local charities and working as an animal advocate , they has spent time in india volunteering as an english educator and sponsors a children ’s orphanage in their native peru .",0
"they enjoys sports , following financial news and accounting . they has several blogs that cover those topics and they updates them a lot ! this is their blog for all the posts they makes everywhere else ! check out their musings on everything from accounting to sports !",1
"a former marketing manager for johnson & johnson who has also trained at a chartered accountants ’ and taught some of the accountants of today , they combines their knowledge of marketing with their knowledge of numbers to provide businesses with a unique insight into how they can grow . www.traceybird.co.uk home",0
"they is currently just finishing a coaching qualification at the university of cambridge and has been a coaching revolution mentee since april 2018 . sarah and alisa talk about alisa ’s background , their coaching and how [ … ] the post alisa barcan . financial coach , mentee and good egg ! appeared first on the coaching revolution .",0
"their current client base includes real estate investors ranging from individual landlords to commercial property owners , real estate brokerage firms , and real estate developers .",1
"before moving to florida in 1985 , fane had their own accounting cpa practice in new jersey , specializing in providing tax advice to small and medium - sized businesses . they often obtained business clients by making unsolicited telephone calls to their executives and arranging meetings to explain their services and expertise . this direct , personal , uninvited solicitation was permitted under new jersey law .",1
"in july 2015 they launched bean ninjas - a highly successful , productised service style bookkeeping business which helps businesses keep their books up to date and meet their sales tax obligations - with co - founder ben , and the business model has grown from $ 0-$100k annual recurring revenue in 8 months .",0
"they is chief financial officer of treet group of companies . they has vast experience and exposure in strategic planning , industry analysis , financial/ economic analysis & project evaluation , treasury management , international trade and international trade finance . their expertise also lies in financial and non - financial reporting , tax management , stock / fixed income securities analysis & trading , financial restructuring ( including debt / equity restructuring / balance sheet repositioning & capital restructuring ) ; financial engineering and corporate affairs .",1
"they did their national youth service , nysc , in kaduna state in 1981/1982 and served their country at messrs . egunjobi suleiman & co. chartered accountants , as an audit trainee . continue reading who is ‘ zainab ahmed ’ , the acting finance minister ? at vanguard …",0
"they also served on the board and as audit committee chair of eurozinc mining corporation , until completion of its merger with lundin mining , and rio narcea gold mines , ltd . , following the acquisition of a controlling interest in the company by lundin mining until the takeover of rio narcea was completed . dale obtained a b.comm from the university of british columbia in 1982 and spent more than 20 years with kpmg llp , chartered accountants and predecessor firms , the last 10 of which as an assurance partner .",1
"they is currently working with one of the world ’s leading investment banking organisation , but has been preoccupied for over a decade , studying and researching about the vast history of india .",1
"their work experience includes public accounting , private industry and financial controllership experience . this includes managing the monthly close process , treasury functions , cash flow management , financial reporting , sox reporting , tax reporting and budgeting . ginger obtained their accounting degree from lipscomb university and their specialized experience includes 8 years as controller of a sec publicly traded company ( biomimetic therapeutics , inc . nasdaq : bmti ) . they led the accounting function at bmti through the initial public offering ( ipo ) and secondary offering process . in addition , ginger also led the accounting team through several due diligence projects before bmti was sold to wright medical group in march 2013 .",0
"getting vegucated since 2010 , they ’s been blogging their culinary adventures over at vegucatedinvancouver.blogspot.ca . they creates their own delicious recipes , reviews restaurants and products , tests cookbook recipes and offers some general fitness advice . connect with krystle on twitter and facebook .",0
"they has held positions as cfo , controller and vp finance . over the course of their career , john developed a strong focus and high level of expertise in the area of cash management - treasury , combining both their transactional and systems - based experience .",1
they currently serves as the country senior manager of ey seychelles and partner of acm & associates and chairman of the following : youth entrepreneurship board ; association of seychelles accountants ; seychelles business studies academy ; beau vallon heat basketball club and the seychelles chamber of commerce & industry .,1
"they . gilland was appointed to the board of directors and assumed the audit committee chair position in january 2015 . they . gilland has a bachelor of science and master ’s in accounting from the university of missouri and is a nevada cpa . from 2008 – 2013 and 1972 - 2000 they . gilland was a partner in the mcgladrey llp las vegas , nv and the des moines , ia office with clients in a variety of industries including construction , manufacturing , retail , legal , and advertisement . from 2000 – 2008 they . gilland was president of taylor construction group , a large general contractor ( $ 300 million in revenues ) with offices in de moines and cedar rapids , ia , kansas city , denver and san diego . during they . gilland ’s time with taylor construction , they dealt with bankers and surety companies and was responsible for all of the businesses owned by taylor . they has been a director since january 2015 .",1
"they is a san diego cpa , as well as an advanced quickbooks pro advisor and instructor . as a small business owner , they is dedicated to educating and informing other business owners on bookkeeping , accounting and tax matters .",1
"since joining the firm as a full time staff member in 2012 , norton ’s duties have included individual and business income tax preparation and working with quickbooks . they previously interned at the firm for three years while in college .",0
"  graham has commercial and public policy advisory experience in australia , indonesia , and papua new guinea . graham was previously with kpmg where they was responsible for various practice areas including infrastructure / energy policy and access regulation .",1
"they previously worked with deloitte llp and qualified in 2005 . in 2009 , fiona joined crosstown songs as chief financial officer , overseeing all financial aspects of the company 's disposal of assets to kkr and bertelsmann . fiona is a graduate of oxford university .",0
"a religious education instructor for the past 10 years , they and their family are members of st . charles borromeo parish in skillman , n.j . they looked at grace at the table , ending hunger in gods world by david beckmann and arthur simon ( paulist , 219 pages , $ 10.95 paperback ) .",0
"speaking to hlongwa this week , the many layers to the larger - than - life character began to unfold . growing up in sea point maseru , hlongwa never envisaged a career in accounting despite having shown an aptitude for mathematics and numbers early in their schooling years .",0
"they served as a special adviser to michael mcdowell , during the 2002 – 2007 government . they lectures in finance at ucd , the imi , and chartered accountants ireland . they is also a frequent commentator on public affairs and is a regular columnist with the irish daily mail . follow cormac on twitter : @cormaclucey",1
"in 2013 they left the city after a career of 32 years working for pricewaterhousecoopers ( pwc ) , where they was a senior partner . david is chairman of the board of governors , the princess helena college , near hitchin , and a trustee for kidney research uk . on retirement they took a masters degree in creative writing ( the university of cambridge , 2014 - 16 ) and is currently studying for an ma in dramatic writing at central saint martins college , university of the arts , london .",1
"they earned their b.a . is social sciences from university of california , irvine and a master ’s in accountancy from university of illinois , urbana - champaign . loren started their career in public accounting , and is proud to have been able to steer their career into the health services arena . they currently is vice president of finance for patientsafe solutions in san diego , ca . loren resides in carlsbad with their two teenage kids . they began serving on the board of survivor of torture , international 2017 .",1
"they has over 25 years ’ experience of working in both the private and public sector . they received their accountancy training with deloitte & touche and has previously worked with bank of ireland asset management and multis ltd , an sme based in galway city .",0
"as finance director they oversees the accounting , finance and tax functions of image engine , along with assisting in these functions for cinesite london and cinesite montreal .",0
they is currently an executive consultant for compass point consulting . they has recently completed a term as chief turnarround officer for the allentown school district . they holds a b.s from long island university .,0
"their practice is limited to compliance issues and representation before the irs . they has their m.s.m . degree in taxation from florida international university and is admitted to practice before the united states tax court . diamond also taught a course preparing eas and cpas to take the tax court admission exam for non - attorneys . reprinted from ea journal , courtesy of the national association of enrolled agents",1
"in this interview with kevin they discusses how they chose the 2 properties in their portfolio , what they plans to do with the properties and how they will go about developing their portfolio in the future . paul plans to renovate the first property they purchased and outlines [ ... ]",1
"they . cox has been a key member of the executive team for several successful start - up and turn around businesses . their experiences include helping restructure the accounting and finance department of qvl pharmacy ; raising additional funding to rebuild the sales , marketing and it departments ; performed as chief financial officer for alden resources llc shortly after it started in 2007 as a start - up $ 35 m coal mining company .",1
"their aim is to provide professional bookkeeping services to local businesses at affordable rates . clare also specialises in computerised bookkeeping software , and can assist in the choice of software , installation , training and on - going support .",0
"previously chief financial officer of benfield group , john was a instrumental in the development of the business into the world ’s leading independent reinsurance and insurance intermediary , as well as overseeing its listing on the london stock exchange in 2003 and its successful sale to aon corporation in 2008 . prior to joining benfield in 1994 , they was london senior partner of lloyd ’s specialist auditor neville russell ( now mazars ) . they joined the board of cooper gay ( holdings ) ltd as non - executive director in july 2009 .",1
"shaz ’s skill and prowess as one of the uk ’s most successful business growth strategists means that their services are constantly in demand and highly prized . within excess of 2,750 business growth consultations to their name and real cash gains equaling tens of millions for their clients , they knows how to successfully grow a business .",1
they is an insolvency professional registered with the insolvency and bankruptcy board of india . they is also taken a master in business finance and a valuation certification from the institute of chartered accountants of india .,1
"they has over 12 years teaching experience on professional accounting related subjects . they is an adjunct lecturer of hku space and routinely conducts various lectures in the institute , including bachelor degree program . they has lectured the subject advanced audit and assurance in revision program course of cpa australia launched through hku space . they is also a technical consultant of a long established local cpa firm .",1
as the former managing director of alliance trust equity partners they was responsible for strategic development . previously they founded the uk venture investor albany ventures and prior to that was director of investment at british linen bank . raymond also serves as chairman of foresight plc and integrated environmental solutions ltd . raymond joined the board in june 2013 and was elected chairman in july 2017 .,1
"acting on a whim , sid finds themselves drawn into a world of intrigue that takes them to paris , the sahara desert , switzerland and finally into the islamic mosques of cleveland .",1
"they ’s currently the cmo of cincinnati - based startup sqrl . craig ’s also a bbq enthusiast , writer , and purveyor of delicious vintage cocktails . follow them on twitter @craignbaldwin",1
"they has worked at senior and director level with several large plcs and , in addition to their financial , general management and personnel skills , they has a well rounded appreciation of the techniques used by successful organisations to maximise efficiency , control resources , train and develop staff and identify the need for and management of change .",1
"they brings a wealth of experience in customer relationship management having previously worked as a manager in the hospitality industry . at ushindi bora , they is in charge of client recruitment drives and on - boarding . ultimately , they ensures customers ’ satisfaction is prioritized throughout the company ’s branch network .",0
"they began their career at pricewaterhousecoopers , where they worked in the area of audit and business assurance as a manager in the atlanta office . upon returning to albuquerque , they worked as a manager in a local accounting firm , specializing in taxation and business valuation .",1
"they was born in pali – marwar , rajasthan , india . creating mehandi designs was their hobby from childhood . they used to apply mehandi on themselves and others with great interest and passion . in the year 2012 - 13 an urge of creativity emerged and was converted into mehandi designs to publish a book , so that it can be shared with the world . thus a hobby became a book . contact details : vinita kalyani c / o shri sagarmal kalyani bandar , kalibadi road ( naharmal kalyani road ) raiganj , uttar dinajpur , west bengal -733134 , india . e - mail i d : vinitajajoo@rediffmail.com",0
"sammy writes that when they went to unc asheville for accounting courses , they also took a commercial law class taught by tom lawton ' 79 who serves as the campus 's general counsel . melissa himelein ' 81 is also a professor of psychology there .",1
"gretchen has audited a variety of different local and state municipal clients including cities , townships , counties , libraries , drain commissions , the michigan lottery , mshda , and the michigan higher education authority . they is also a board member for the mgfoa and sits on both the standards and professional development committees",0
"their areas of concentration include estate planning , corporate law , probate administration , as well as residential and commercial real estate and divorce law . upon graduation from college , john joined the national accounting firm of coopers & lybrand . that experience enabled them to obtain their c.p.a . credentials . later , while attending law school at night , they was employed by the bank of new england - west as an assistant vice president where they managed the bank ’s internal audit department .",1
"tom received their bachelor of science and mba degrees with an emphasis in finance from the university of california , berkeley . they serves their local community as a member of the board of directors of the placer community foundation .",1
"this experience gives them the ability to analyze client ’s needs from both a legal and financial perspective . wayne also has an llm in taxation from the university of florida law school . their areas of practice include corporate tax planning , estate and business planning , business succession planning , general corporate , limited liability companies and partnership law .",1
"they plans on pursuing their certified public accountant license in the near future . michelle enjoys relaxing , meeting new people , dining out and giving back to their community .",0
they provides straightforward and painless tax services . eckstein is trying to break the decades - old stereotypes and make a trip to the accountant a pleasant experience .,1
below they . brand offers tax tips for individuals and businesses impacted by the recent hurricanes the president has declared that a major disaster exists in all 67 counties in the state of florida . following the recent disaster declaration for individual assistance issued by the federal [ … ],0
"they is a retired associate professor of business from the university of mary hardin - baylor . bruce and their wife , tina , moved to salado in 1987 . they have two married sons - bradley and wife sarah - bryce and wife jamie - and two grandkids - carmen ( age 5 ) and brock ( 4 months ) . bruce is also a director and treasurer of the salado water supply corporation .",1
"they serves as a director on several mining companies , including canuc resources corporation , excellon resources inc . , corona gold corporation , lexam explorations and valdez gold . they has previously served as a director of , amongst others , metco resources . , which was purchased by breakwater resources ltd . in 2008 and hudbay minerals inc . from june 2003 to 2006 .",1
"they is leading the overall functions of their accountancy firm , seid ali authorized accounting firm , febe associate ( ethiopia ) . they has extensive experience of over twenty three years in the field of accounting and finance in wide range types of sectors such as banking , insurance , construction , consulting , import - export trading businesses , service giving companies , ngos , mining companies , floriculture and integrated management information system implementation . they is in charge of different activities including day to day record keeping , preparation of annual returns , administer payroll , tax advisory , compliance , and perform closure of companies .",1
"they has more than 8 years of working experience in various fields such as accounting , auditing , financial analysis and capital market . prior to joining nibl capital , they worked as chief operating officer ( coo ) and company secretary of siddhartha capital limited for 3 years . as a coo and company secretary , they was instrumental in the successful launch of its maiden mutual fund scheme and follow on scheme . they has led the financial information analysis and management and international affairs for sebon for four years which involved policy amendments and implementations . they has also been involved in teaching financial management , derivatives and accounting in various colleges along with participating in capital market programs organized in the usa , japan , malaysia , philippines , thailand , sri lanka , india and nepal .",1
"they has over 10 years of bookkeeping and is well versed in sales tax , accounts payable , and reconciliation . erika works with several different types of clients , including but not limited to restaurants , law firms , medical and real estate companies . they is currently working towards obtaining their certified bookkeeper license . erika ’s precision and attention to detail ensures their clients financials are accurate and up to date with outstanding professionalism . christi via",0
they works with small and medium - sized businesses and individuals . lorraine services clients in all aspects of the accounting profession including tax preparation and tax planning as well as preparation of compiled and reviewed financial statements . they also provides guidance to rectify irs examinations and collection issues .,0
"one of mary ’s responsibilities is developing the ending inventory amount for the calculation of cost of goods sold each month . at the end of september , mary noticed that the ending inventory for a new brand of televisions was much larger than they had expected . in fact , there had been hardly any change since the end of the previous month when the shipments of televisions arrived . mary knew that the firm ’s advertising had featured the new brand ’s products , so they had expected that a substantial portion of the televisions would have been sold .",0
"they is the l.p . and bobbi leung chair of accounting ethics at azusa pacific university , a christian university with over 10,000 students near los angeles , ca where they directs the school of accounting . they is a nationally recognized author and speaker on accounting ethics and has served as chair of the american accounting association 's public interest section . their scholarship has been published in several top academic journals , winning multiple best paper awards from the aaa . they is married to alyssa with three sons , joshua , benjamin , and jacob .",1
"they . scharf served as chief financial officer of exall from may to december 2006 , executive vice - president , corporate development of hudbay minerals inc . , a public company listed on tsx from 2003 to 2005 , chief financial officer and a director of southern cross resources inc . , a public company listed on tsx from 1997 to 2000 , a director and chief financial officer of inmet mining corporation , a public company listed on tsx from 1988 to 1996 , vice president , finance of placer dome inc . from 1987 to 1988 and chief financial officer of the dome mines group from 1978 to 1987 . they . scharf has been a director of gold eagle since december 2006 and a director of asia now resources corp . , a public company listed on tsx venture since february 2006 . they . scharf holds a bachelor of arts degree ( economics ) from york university in toronto .",1
"they graduated from the university of indianapolis in may of 2014 with a double major in accounting and finance . at the university of indianapolis , dorothy was the accounting manager for team business and was a part of the student business leadership academy . they is from zionsville , indiana and enjoys reading and spending as much time as possible with friends and family . djtokar@lw-cpa.com",0
"they previously served as finance manager and controller for starr restaurants and starr catering group in philadelphia and as unit controller for new york ’s union square hospitality group , llc . a native of washington state , they served as senior tax accountant for seattle ’s moss adams llp regional cpa firm , and as staff accountant at clothier & head .",1
"they has also received their accredited in business valuation ( abv ) credential from the american institute of certified public accountants ( aicpa ) , accredited senior appraiser ( asa ) designation in business valuation from the american society of appraisers , and chartered financial analyst ( cfa ) credential from the cfa institute . they also has a degree in accounting from the university of iowa .",1
"they started working with adam rosenberg & company , cpas in october 2005 . they is responsible for preparation of financial statements , payroll , and tax returns .",0
they . kiley has served in various positions at the county during a high growth period where the budget grew from $ 64 million to $ 300 million . they . kiley has served on a number of boards and committees including board member for the texas association of county auditors ( tac ) from 2008 - 2010 and was the recipient of the denise linch assistant county auditor award from tac in 2010 . they holds a bba in accounting from texas a&m university . �,0
"they is chairman of uraniumsa limited ( asx listed ) and a director of adelaide community healthcare alliance inc ( acha ) . they is a member of the south australian government ’s minerals and energy advisory council , a councillor of the south australian chamber of mines and energy ( sacome ) . they is a former director of benefund ltd and former director of forestry corporation of south australia , a former member of the corporations and markets advisory committee ( camac ) .",0
they is a numbers they . they has absolutely no business being in charge of evaluating players . it ’s why the majority of recent draft picks have turned out to be disappointments . it ’s why good players like danny woodhead were waived and are now playing at a high level on other teams when they could be playing for the jets .,1
"they . zdimal ’s primary emphasis is in the area of conducting global investigations into matters involving alleged corruption & bribery and financial reporting - related fraud . they . zdimal provides proactive and reactive investigative advisory services to attorneys , audit committees , corporate management and internal audit functions around the world – including trainings , risk assessments , program assessments and on - call investigative response services .",1
"peter ’s wide variety of industry experience includes manufacturing , construction , healthcare , and agri - business , among others . they has over 15 years of experience preparing and reviewing small - business and individual tax returns , as well as representing clients in front of the irs and state revenue agents .",1
"they is a business mentor for virgin startup and has a proven track record for driving phenomenal growth with big names such as virgin , carphone warehouse , regus plc and future plc .",1
"born in tahoka , texas , they grew up in lubbock . sandra henderson brown , a retired employee of the hale county appraisal district , was born in slaton , texas , and grew up in lubbock .",1
"as the senior manager of coaching and performance for apercen partners , they is responsible for leading strategy around people and culture and ensuring the organization is an outstanding platform to build a career in the space of comprehensive tax compliance and consulting solutions for ultra - high net worth families .",0
"a certified public accountant , they has 15 years of experience in public accounting . they started their audit work with arthur andersen in manila , philippines working with clients in the banking , finance , and manufacturing industries . they has also worked in indonesia as part of the internal audit department in one of the biggest conglomerates in the country . prior to joining ri , they . averia worked as an external auditor and accounting consultant working primarily with non- profit organizations . they . averia holds a bachelor of science in commerce degree major in accounting from assumption college in makati , philippines and they passed the philippine cpa licensure exams in october of 1989 .",0
